module	term_id_REAC	genes_hugo
90	REAC:R-HSA-451927	EDA2R;IL2RB;IL9R;IL15RA;CDK4;IL7R;IL2RG;IL2RA;TSLP;MS4A1;ICAM1;HTR2A;IL13RA1;S1PR3;HTR1A;IL15;HTR1B;SPN;SIGLEC1;FLVCR1;IL9;CRLF2;GYPB;HTR1D
91	REAC:R-HSA-5669034	TNFSF4;TNFSF8;TNFRSF9;IL4R;IL13RA2;CD40;CXCL9;CAPNS1;TRAF5;IL4;TNFSF14;DIABLO;ULBP2;BMP10;TNFSF9;CD40LG;CYB5D2;TNFRSF4;IL13;DHRS13
92	REAC:R-HSA-194313	TNFSF15;PDGFRB;TEK;ANGPT2;KDR;FLT1;IL1R1;NCK1;TNFRSF25;PTPRR;PIK3C2B;ERRFI1;GRB10;GRB7;SOCS1;HTRA4;IL1RN;ANGPT1;VEGFD;SCUBE2
93	REAC:R-HSA-70895	PCCB;UBA3;BCKDHB;DBT;BCKDK;GCDH;HOXB5;TEX37;SKIC8;WWOX;ZNF655;LIPT1;ZNF330;RARS2;LARS2;L3MBTL3;ZNF774;CPS1;MAGEA11;ETFDH;PPM1K;HKDC1;PCCA;BCKDHA;SSH3;SLC25A28;ACSM5
95	REAC:R-HSA-380108	CRLF1;CCL25;IL12B;IL23A;EBI3;CXCL10;PF4;CXCL12;CXCL6;CCL20;CCL11;PPBP;CCL8;CXCL14;CXCL13;CXCL5;CXCL11;CCL22;CCL28;CXCL3;CCL26;CXCL2;PF4V1;CCL13;XCL1;CCL17;CCL21;CCL24;XCL2;CXCL17;CCL27;CCL1;CCR3;IL12A;IL27;CCL19
96	REAC:R-HSA-532668	GANAB;EGF;None;HERPUD1;EPHX1;MOGS;MGST1;DERL2;UBAC1;RTN1;ERP29;UBQLN4;DERL1;UBE2J1;BCAP31;FGF5;PRKCSH;RER1;SEL1L;TRAM1;USP19;FOXRED2;ERLEC1;EDEM3;SCAMP3;EDEM1;FKBP9;ERGIC2;RTN2;NOMO2
97	REAC:R-HSA-1660517	NME1;NME3;ALG13;TOMM22;ARL6IP1;MIP;GJB5;SLC39A9;VAC14;MGST3;SEC16A;RABEPK;NME2;VPS53;MIA3;C15orf48;FIG4;TOMM40L;PIKFYVE;ALG14;NBEAL2
99	REAC:R-HSA-180024	PPP3CC;GORASP1;SLC8A3;MAP3K11;REST;KIF3B;KIF3A;KIFAP3;ARHGAP44;KIF3C;NAV1;GSK3A;CEP19;PPP3CB;AKAP12;PPP1R1B;SLC8A2;ARHGAP22;DOCK11;KIF17;KDM5A;PPP3R1
102	REAC:R-HSA-8849471	XIAP;KIDINS220;CRKL;DOCK1;DOCK2;CRK;ELMO2;RAC2;BICD1;SEPTIN4;IFFO1;ARHGAP9;EEF1E1;NDN;ELMO1;ARHGAP29;GFI1B;TLK2;SYBU;UBE2Q2;ELMO3;PAN3
103	REAC:R-HSA-76046	DFFA;PARP2;HOXA10;POU2F1;ZC3HC1;FOXQ1;GTF3C3;MINDY3;GTF3C4;BRF2;FAM9A;HIRA;FOXB1;HIRIP3;BARX1;SNAPC1;HOXB13;GTF3C5;NACC1;CASQ2;GTF3C2;FOXJ2;SENP5;GTF3C1;SATB2;INTS12;GTF3C6;SULF2;DFFB;FOXS1;FOXF1;DEFA5;SNAPC4;VCX;None
104	REAC:R-HSA-177243	KPNB1;PRMT1;XPO1;RAN;EDA;NPRL2;RANBP1;ZMYM5;SERPINH1;NUP210;AHCYL1;SNUPN;DUSP23;SLC25A1;RCC1;CARM1;PTPN2;AAAS
105	REAC:R-HSA-418990	ARHGAP10;CTNNB1;CTNNA1;RHOA;PKN2;SET;AJUBA;CDH24;YAF2;PTPRM;CDH3;SETBP1;FGF14;DIRAS3;CTNNA3;FER;VEZT;PTPRK;CTNNA2;PYGO1;ARHGEF12;PTMA;CTNND1;DGKQ;RAP2C;SOX1
106	REAC:R-HSA-70171	RIPK3;MAP3K14;RSU1;TESK1;FLNB;PFKP;PFKL;MAP3K8;MAP2K4;GPI;AKR1A1;ARFIP1;DCPS;PPCDC;HPRT1;CRYZ;PPAT;ATAD3A;GART;PFKM;PFAS;PGM2L1;SPATA5;NT5DC3
109	REAC:R-HSA-975871	TRAF6;IRAK2;TP63;SMAD6;MAP3K7;TAB3;PELI1;IL17RD;MAP2K6;IRF5;PELI2;TLR3;SRSF3;PELI3;MAP3K20;IRAK4;IRF6;DAAM1;ZNF212;TAOK2;TUBB4A;ZNF746;SIK1;RSAD2;TRAPPC11;LRP5;WDFY1;ZNF324B
111	REAC:R-HSA-5368287	PMPCB;TSFM;ISCA1;MMACHC;PDHA2;PDHA1;LRPPRC;MTIF2;IARS2;AIFM1;MRRF;SLIRP;DLAT;POLDIP2;STOML2;MRPS31;CLPX;OGDH;AFG3L2;DHX30;PDK1;HINT2;PDHB;GFM1;MRPS24;TACO1;PTCD3;HEMK1;METTL17;MRPL11;AURKAIP1;MTERF3;PDK3;PDK4;HSPE1;RMND1;MTG1;MRPS14;FOXD4;MRPS9;MCU;MRPS15;MTRF1;NDUFAF4;MRPS25;MCUR1;GFM2;LONP1;RPUSD4;ACOT2;FASTKD5;SHMT2;PDK2;FASTKD2;MRPS27;BDH1;MRPS33;BCS1L;GATM;QTRT2;TUFM;MTARC1;HARS2;MRPS17;MRPS16;ME2;CARS2;MTRF1L;SLC25A29;GRSF1;MRPS10;MRPS35;MRPL53;MDH2;MRPS21;MRPS2;MRPS28;MRPS26;MRPS7;MRPS5;SUPV3L1;PMPCA;ACAD9;OTC;MTFMT;PCLAF;DDX28;MRPS11;PYCR1;TEFM;RAB40AL;PARL;MTO1;FMC1;MTG2;COQ10A;MMADHC;CA5A;PDP2;MRPS6
112	REAC:R-HSA-9033241	PEX3;ABCD1;PEX14;SOD1;AGPS;GSTK1;PEX1;PEX12;PEX16;EPDR1;PEX6;PEX2;SLC27A2;PEX10;SLC33A1;FAR1;GNPAT;PEX26;TOMM6
113	REAC:R-HSA-9694548	CAMLG;RPN1;RPN2;DAD1;ELOVL1;HSD17B12;TECR;RNF185;CLCN7;TMEM109;LETMD1;MAGT1;SSR1;HIGD1A;RTN4IP1;UBE2J2;SSR4;ALG8;TUSC3;DDOST;SLC4A2;MARCHF6;KDSR;BRI3BP;DNAJB12;HACD1
119	REAC:R-HSA-418038	ERBB2;ANOS1;FGFR2;PTK2B;SUPT6H;PDLIM2;ADORA1;CCN2;HPSE;LPAR6;RECK;INSRR;RASL10B;DRD3;GRM1;DRD1;P2RY1
120	REAC:R-HSA-354194	TLN1;ITGB1;ITGA2B;ITGA10;VLDLR;ITGB5;F13A1;ITGA8;ITGA11;PRLR;ITGA1;TRPV6;PIP5K1C;CD36;NUMB;ITGA5;ANKS1B;ARHGAP31;FGA;FGB;FERMT3;SERPINA5;FGG;F13B;TLN2;ITGB3;IPP
121	REAC:R-HSA-420029	FARP2;GJD2;PARD6A;YWHAH;EPB41L5;PARD6B;PATJ;PRKCI;PLP1;RAPGEF2;TJP3;CRB3;LLGL1;ARAP3;CRB1;MBP;WWC1;PARD6G;PARD3;BSPRY;MAG;ARHGAP17;GJC1;MTMR14
122	REAC:R-HSA-5627117	LIMK1;UNC119;ROCK1;CFL1;ARL2BP;CFL2;CETN3;SASS6;CEP97;ARL3;ACTBL2;RP2;LIMK2;ARL2;RP1L1
124	REAC:R-HSA-428542	NCAM1;SLIT2;ROBO1;ROBO2;CNTN2;CNTN1;ALCAM;L1CAM;NRCAM;NOTCH3;NOTCH2;MDK;LRP8;MAML3;NTN4;NFX1;LTV1;DCC;MFNG;LFNG;NFASC
125	REAC:R-HSA-1296052	UNC5B;KCNMB1;SCN4A;ACKR3;KCNMB4;URI1;KCNMA1;NEO1;SCN1B;GPN3;GNG2;CIP2A;SCN2B;CACNA1H;AVPR1A;KCNMB2;SCN4B
126	REAC:R-HSA-9006936	NRP1;ACVR1;GNB3;TGFBR1;TGFBR2;IKBKB;CUEDC2;CTNNAL1;ACVRL1;BMPR1B;ZC3H12A;PLXNB1;GPM6A;ERC1;RNF41;AMHR2;CXCR5;RELT;PLXNA1;NRP2;SEMA4D
127	REAC:R-HSA-5675221	EPHB2;MAP2K2;CRHR2;EFNB1;DUSP3;PTBP1;ACP1;DUSP1;TSPAN7;GPR161;EFNA5;TM4SF18;GPR35;MAPK12;OPRL1;EPHB1;SLC31A2;GNRHR;DUSP2
128	REAC:R-HSA-3928664	ITGAV;CD47;ITGB6;ITGB8;RASA1;EFNB2;PDGFRA;CSF1R;RHEB;GATAD2B;IGSF8;CSF1;EFNB3;ARHGAP1;FES;CDH11;EPHB4;KLRG2;LMBR1L;EPHB3;MAGEE1
129	REAC:R-HSA-3322077	MAPK3;ABHD5;LIPE;CTPS2;GYS1;NTAQ1;GYG2;OTUD5;DHPS;SCAND1;FABP4;AIRE;ARHGAP15;PCYT1A;LANCL2;STMN2;HGD;GYG1;GYS2;FPR1;PNPLA2;PLIN1;PLIN2;PLIN5
130	REAC:R-HSA-9730628	MAPK1;SLC16A3;PEBP1;MAP2K1;DNAH1;MAPK8IP3;PLK3;CAPN2;KSR1;ZFYVE27;PAX6;LAMTOR2;LAMTOR3;HMGB3;LAMTOR1;NEUROD1;ATP1A2;SCNN1G;ZFAND2B;SCNN1A;MAFA;NAE1;SCNN1B;ZNRF2;ZNRF1
131	REAC:R-HSA-445095	ANK1;IRAG1;SPTBN1;ITPR3;SVIL;RGS3;SIGMAR1;OBSCN;SLC4A1;CA9;SPTB;MIB1;DEPDC1B;CA8;ITPR1;MACO1;SPTA1;MYH2;CA2;DMTN;TRPC6;SPTBN2
132	REAC:R-HSA-5625970	DCX;YWHAE;YWHAG;RUSC1;KLC4;KLC1;MORF4L2;HOOK2;KLC3;FRMD6;HOOK1;KIF1C;HOOK3;JAZF1;BEX3;KIF5B;PRPSAP1;PGGT1B;ANKMY2;AKTIP;KIF5A;NGDN;KIF5C;PTPN14;KLC2;DNAAF1;ADCY6;KPTN;TPH2
133	REAC:R-HSA-196854	APOA1;SUCLA2;ALAS2;APOA2;APOC1;POLG;PITRM1;GPC4;ACSF2;NFU1;REXO2;APOL1;NIT1;SPRYD4;ADCK5;ABHD10;PLTP;NAXE;COQ5;GPC6;TTC3;HOGA1;GTPBP8;NUDT8;ABHD17A;HPR;APOF
134	REAC:R-HSA-8963889	ANGPTL8;SERPINE1;PI4KB;SNX9;FLG;APOA5;CMTM6;LPL;CMTM3;SNX18;THBD;SNX8;ANGPTL3;PLAU;PLAT;CETP;SERPINB2;PI4KA;GPIHBP1
135	REAC:R-HSA-438066	GRIN1;GRIN2C;GRIN2D;GRIN3B;RASGRF1;DLG1;MAPK8IP1;MAP2;ARHGAP32;GPHN;ADAM10;DPYSL5;BDKRB1;DPYSL2;CHST15;PTAFR;KCNJ4;GRIN3A;GRIN2A;None;CAMK2N1;TJAP1;NETO1;GRIN2B
136	REAC:R-HSA-5620916	DLG3;CD80;EXOC4;RALA;CD274;EXOC2;S100A7;CEP55;EXOC8;EXOC1;DOCK8;NAB2;EXOC6B;RHOQ;MBD3L1;CARHSP1;PLEKHG6;EXOC6;NDUFAF3;EXOC7;DOCK6;CNKSR2;STMN3
137	REAC:R-HSA-416993	GRIA2;PICK1;ABI1;HOMER2;CAD;GRIP1;PRKCG;STK16;PTRH1;TANC1;HOMER1;PPP5C;SHANK1;ICA1;CYFIP2;GLB1L2;GRIA1;ADRA2A;GRM5;GRIA4;GABRA4;GRIA3;GRIK1
139	REAC:R-HSA-6811434	POLRMT;LMAN1;TMED2;ARCN1;SCYL1;TFAM;COPA;COPB1;TMED10;COPE;TMED1;MCFD2;FMO3;TFB2M;COPG1;TFB1M;COPZ1;TMED9;GAL3ST1;DHX32;SACM1L;COPG2;CHST8;COPB2;TMED5;COPZ2;ACAD8;TMED3;LDHD;ACADSB
140	REAC:R-HSA-141424	TSNAX;BUB3;NDC80;NEK2;PACRG;ZW10;MAD1L1;ZWINT;CLEC11A;MRFAP1;NUF2;KNL1;DNAJB6;BUB1B;NDE1;PMF1;SPC24;CENPF;TTBK2;BUB1;DSN1;CENPE;MAD2L1;SUGT1;CENPC;NSL1;SFR1;MIS12;SNCG
141	REAC:R-HSA-5663213	ACTB;VASP;WASL;FYB1;WAS;ABI3;ZC3H15;ACTR3B;ABI2;WIPF1;BAIAP2;WASF1;ACTR3;PFN2;WASF2;ARPC3;LMO7;ACTR2;ARPC2;EVL;ANKS1A;SH3RF1;RUFY3;ARPC1B;ENAH;APBB1IP;ARPC5;ARPC4;MYO1G;WHAMM;WIPF3;PLEKHH1;RAPH1;ARPC1A
142	REAC:R-HSA-8951664	CUL1;ERF;ZRANB1;RBX1;TRPC4AP;SKP1;CUL4A;DYRK2;FBXW5;DCAF7;CUL4B;FBXO7;CRBN;RHOBTB1;CBR1;DDB1;ANKS6;FBXL5;FBXW4;FBXL12;FBXL3;DCAF6;DTL;DCAF10;FBXO25;FBXO11;FBXL15;FBXO9;HPF1;FBXO44;FBXO24;CUL9;DCAF5;FBXL4;DCAF17;FBXO6;FBXO21;FBXO4;FBXO10;FBXW8;RBMXL2;DCAF12;FBXL7;FBXO27;WDSUB1
143	REAC:R-HSA-917977	HFE;TFRC;APPL2;TF;CD37;CD53;KLRC1;CD82;RAB5B;GLP1R;RAB5C;ARL8A
146	REAC:R-HSA-9662361	PLEKHA1;TBC1D10A;EZR;SLC9A3R1;LCP1;MSN;NMT1;ANK2;CROCC;FBF1;PTH1R;CLIC5;BAIAP2L1;PODXL;MYO1D;SWAP70;RDX;LSP1;SLC34A1;DNAI2;CHRM1
147	REAC:R-HSA-9662361	MTMR2;CDH23;USH1C;EFHC1;WHRN;NEFL;HDGFL2;NEFM;MYO1C;TEKT1;NEFH;None;DNAH10;SLC4A7;MYO7A;DNAH8;TWF2;FGD4;GAN;DNHD1;PCDH15
148	REAC:R-HSA-114604	PTPN6;PLCG2;CTTN;LCK;CD79B;CYB561A3;BLK;RTP2;SLC13A5;BCAM
149	REAC:R-HSA-1660662	HEXB;GM2A;HEXA
152	REAC:R-HSA-1632852	MEFV;ATG12;MAP1LC3B;OPTN;GABARAPL2;ATG16L1;NLRP1;AMBRA1;WIPI2;CALCOCO2;MAP1LC3A;GABARAP;ATG4B;GABARAPL1;USP5;NBR1;TPP1;ATG9A;WDFY3;FYCO1;MAP1LC3C;ZFYVE1;WIPI1;ATL2;None;RTEL1;SLC2A12;MARCHF9;TECPR1;RAB7B
153	REAC:R-HSA-166665	LHB;TSHB;FSHB;C5;C6;C9;C8A;CD59;CPB2;C8B;CGA;ST3GAL4;PZP;C7;C8G;TINAG;MANEAL;C5AR1
156	REAC:R-HSA-419812	CALCRL;RAMP3;RAMP2
158	REAC:R-HSA-5635851	GLI3;GLI2;KIF27;RBPJ;APOB;WIZ;A1BG;DCAF8;ATXN1;CIC;EPB41L2;GOLGA1;EPB41L3;NVL;KIF7;EPB41L1;MTTP;CRISP3;SVIP;NPLOC4;ATXN1L;GLIPR1;LIPC
159	REAC:R-HSA-5620924	SUFU;HINT1;SCLT1;RECQL;IFT57;RPGR;IFT20;IFT27;LRRC45;IFT80;SPAST;IFT88;IFT46;RPGRIP1;HOXA5;HSPB11;IFT52;NME8;IFT172;IFT74;SSNA1;IFT81;TRAF3IP1;KIZ;LCA5;TTC30B;PRMT6;TTC30A;DYNLL2
160	REAC:R-HSA-8866652	ITCH;CBL;ASAP1;SH3GL2;LAT2;TNFRSF11A;UBE2W;SH3GL3;UBE2Z;WWP2;GOLPH3L;UBA6;UBE2E1;MGRN1;UBOX5;UBE2G2;UBE2L3;DIPK2A;RAB11FIP1;CHST4;SNX25;CHST6
162	REAC:R-HSA-191273	BOC;SRPRB;EDN1;LRRC59;KTN1;FADS1;PTPN1;RRBP1;MSMO1;NSDHL;HSD17B7;SLC27A4;UFL1;DHCR7;SRPRA;CMA1;RHBDF2;DDRGK1;ADM;NOX5;NPPC
166	REAC:R-HSA-416476	PKN1;CD81;GHSR;GNA11;TSHR;F2RL1;SCARB1;ADRA1A;PDZK1;BDKRB2;GGT1;ADRA1B;OXTR;SIRPA;TSPAN4;ADRA1D
167	REAC:R-HSA-9754560	PIK3C3;GOLGB1;ERGIC1;RUBCN;MAGED1;VPS11;VPS33A;ATP9A;VPS39;VPS41;VPS16;VIPAS39;PHKA2;VPS18;PLEKHM2;SNX27;RASA4;ACBD3;PHKB;NBEA;UVRAG;VPS33B;RAB9A;PIK3R4;RUFY1;NTRK1
168	REAC:R-HSA-5632681	CDON;IHH;DHH;SHH;EFEMP1;HHIP;LOX;LTBP1;SLPI;OLFM2;IGFBP6;EGFL7;LOXL2;CSN1S1;ANG;NELL2
169	REAC:R-HSA-199920	GABPB1;CREB1;RFXANK;HDAC8;NFYC;NFYA;RPL6;NFYB;ATF1;APH1A;CRTC2;RFXAP;CCDC106;RPS6KA3;MAPKAPK3;XBP1;PDRG1;RFX5;CAMK1;PSME3IP1;SMS;CMBL;PDX1;DEAF1;GDA;PSENEN;POU3F2;SYCP1
170	REAC:R-HSA-1236973	GCLC;CYBA;NCF2;GNAQ;GNAO1;RGS16;NCF1;PLA2G4A;CYBB;RGS20;GNAZ;RGS4;GNPNAT1;KYNU;RGS19;NAGK;GCLM;RGS7;NCF4;RGS9;GNAT1;SYTL1;GNG3;SORD;ADCY1
171	REAC:R-HSA-9603798	ABCD3;PHYH;PEX19;PEX11G;PEX7;PEX11B;PEX13;PXMP2;UQCRB;PEX11A;SLC25A17;PEX5L;ACBD5;PXMP4;ATAD1;ACSL6;GPAM;FIS1;FAR2;ABCD2
173	REAC:R-HSA-6783589	IL6;SORL1;SLC16A7;NRG1;IL6ST;OSMR;LEPR;LIFR;OSM;TBC1D4;HMOX1;DNPEP;POMGNT2;BLVRB;FREM2;SLC22A18;GDNF;IL6R;CDCP1;ST14;CNTNAP3;IL31RA;TAFA4;IL11RA;FREM1;NOTCH2NLA;EGFL6
174	REAC:R-HSA-8985947	STAT1;NR3C1;TLE2;TLE4;STAT5A;NMI;ETS2;NSF;KPNA6;USP11;TLE3;STAT5B;INCA1;GSC2;DBNL;EIF1AD;TNPO2;R3HDM2;ACSL1;DOCK4;NR3C2;TCEAL1;ALAD;VGLL3
175	REAC:R-HSA-4839744	SQSTM1;ID1;ESPL1;PPP2R1A;PPP2CA;PPP2R5D;SOCS2;PHLPP1;PTPA;SOCS3;LIMD1;PKN3;STRN4;PPP2R5C;PPP2CB;PPP2R5E;PPP2R5A;PPP2R2D;SCHIP1;SGO1;RAD54L2;PPP2R2C;PPP2R2B;PPP2R3B;PPP2R3A;MACROD1;DUSP19;ATG7;REPIN1;PPP2R2A;ENC1
176	REAC:R-HSA-9012546	IL18BP;IL18;TDGF1
177	REAC:R-HSA-442720	RAB3GAP1;RPS6KB1;PRKAR1A;RALGDS;PRKACA;EEF2K;PDE4D;RGS14;CCDC88A;BRAF;AKAP9;PRKACB;EEF2;TRIP10;PRKAR1B;PAK5;AKAP1;AKAP5;RAP1GAP;FBP1;AKAP11;OPLAH;CRAMP1;PDE4B;PPP1R17;PRKACG;DGLUCY;GK;METAP1D;PLCD3
178	REAC:R-HSA-8964208	CLTA;HIP1;SLC25A11;CLTCL1;ECHDC2;BNIP2;PICALM;PCBD1;URM1;UQCC1;MOCS3;GALNT12;CTU1;PI4K2A;SPR;SLC25A22;MYO6;HIP1R;AATK;CALY;QDPR;ARHGAP19;UROS;GALNT7;CLTB;WDR45;PAH;GALNT4;DNLZ
179	REAC:R-HSA-168799	HSPA8;LRP2;PACSIN2;ATP2C1;SYT1;DYSF;SCYL2;EBAG9;SNAPIN;SYT2;SYT4;TGOLN2;RAB29;CUBN;GCC2;CBLIF;AGO4;SV2A;ARL1;SLC9A3;VOPP1;SV2C;DENND1C;SV2B
181	REAC:R-HSA-420029	TJP1;GJA1;JAM2;TJP2;F11R;CLDN6;GJB1;UBN1;CD69;GJA8;PMP22;CLDN5;CLDN19;TMEM98;CLDN8;CLDN2;CLDN18;CLDN1;CLDN16;GJB3;WNK4;JAM3;CLDN3;GJA3;IFI30;GJA5
182	REAC:R-HSA-112310	VAMP7;SORT1;GGA1;GGA2;DNAJC5;ECE1;IGF2R;GGA3;SLC18A2;CADPS;SYT9;SLC17A8;SLC32A1;CLCN3;SLC17A7;AGFG1;SYT12;SCAMP5;SLC18A3
183	REAC:R-HSA-8856828	AMPH;SNX1;BIN1;DNM2;DNM1;SNX4;SNX6;VPS35;VPS29;AVPR2;WASHC3;HGS;TRIM3;KRTAP19-1;SYNJ2;VPS26A;SNX2;RHBG;SNX12;NADSYN1;TRAK1;FKBP15;VPS26B;WASHC2A;WASHC4;WASHC5;WASHC2C;WASHC1;DNM3
185	REAC:R-HSA-432720	NTRK3;FRS2;CD63;FLOT1;PTPRF;STX12;ABCA1;GALNT2;ZMPSTE24;AP4S1;AP4M1;RNF13;AP4B1;AP4E1;MRPS23
186	REAC:R-HSA-420597	NECTIN1;NECTIN2;CADM3;NECTIN3;PVR;ITGB2;ITGAL;ITGAX;ITGAD;AFDN;RIN1;ITGAM;ICAM3;RRAS;ACY3;EDDM3B;ABL2;CD226;RAPGEF6;MRAS;NECTIN4;ICAM2;CADM1;TIGIT
187	REAC:R-HSA-9020933	IL12RB1;IL12RB2;IL23R
188	REAC:R-HSA-5260271	TLR2;TOLLIP;IRAK1;FZD7;TLR1;TLR8;TLR9;UNC93B1;TLR5;PRNP;PLD3;SIGLEC9;CLEC4M;PIK3AP1;TM9SF2;UPK1A;SLC30A7;LCLAT1;TLR6;TICAM2;TLR7;PIGN
190	REAC:R-HSA-9755779	JAG1;AKT2;PDPK1;AKT3;TCL1A;ADAM17;PIWIL1;SND1;FLNA;GTF2I;CMC4;NEURL1;ATP6V0A4;AKT1S1;MTCP1
191	REAC:R-HSA-2172127	TYROBP;SIRPB1;None;TREM2;NCR2
192	REAC:R-HSA-1793185	B4GALT1;OCRL;TPCN1;UST;NAPA;CLVS2;CSGALNACT2;B3GAT3;PHETA2;SLC35A5;TPCN2;SNX21;FUT1;GOLIM4;CHSY1;B4GALT5;CSGALNACT1;MANEA;PHETA1;CHSY3
193	REAC:R-HSA-9013973	IRF3;TBK1;TNFAIP3;TICAM1;TRADD;TANK;CHUK;CASP2;STING1;IRF7;CASP7;IKBKE;None;SAT1;C9orf72
194	REAC:R-HSA-72731	YBX1;DDX1;ZMAT2;RTCB;EIF2S2;PPP1R8;EIF2B1;PPIL1;PRPF18;DNTTIP1;LSM4;LSM6;RTRAF;EIF2AK4;LSM8;C2orf49;WDR44;EIF2B4;ETF1;EIF2B3;EIF2B2;EIF2B5;PPIH;EIF2S1;EIF2A;FAM98B;MAEL
195	REAC:R-HSA-8964058	PLG;SERPING1;ATF4;KLK13;IL1B;SELPLG;TTR;A2M;SERPINC1;SELP;ALB;APOE;CNTF;APOC2;LCAT
198	REAC:R-HSA-2022090	VWF;PDGFB;SPARC;ADIPOQ;LIPH;PDGFA;COL3A1;PCOLCE;FGF7;COL6A1;RTBDN;C1QTNF9B;COL18A1;C1QTNF9
199	REAC:R-HSA-162791	F9;FKBP8;LBR;MTCH1;PIGS;RMDN3;MLEC;PIGU;SLC15A3;DHODH;FAF2;PIGK;PIGT;PNPLA6;ABCB7;GPAA1;POGLUT1
202	REAC:R-HSA-166658	C3;CFH;FGF1;CRP;MASP2;FCN2;PTX3;FCN1;MASP1;EMILIN1;CFHR2;CFHR5;CFHR3;CFI;CFHR4;EMILIN2;MBL2;LEP;FGF8;FGF17;FGF18;CFHR1;NXPE3
203	REAC:R-HSA-201451	SIRT1;SMAD5;SMAD9;SKI;ZMIZ1;ZEB2;ZEB1;SMAD1;AKIRIN2;SETD7;HOXC8;NMNAT1;EYA3;SOX5;SOX6;APEX2;EYA1;SIX4;KDM6A;SIX1;NAT9;FOXL2;PDE12;CERKL
204	REAC:R-HSA-9726842	PPP1R15A;PPP1R12A;PIP5K1B;PPP1R12C;PPP1CA;DAP3;SHOC2;PPP1R9B;PPP1R15B;KANK1;H3C12;TOX4;PPP1R3C;CLOCK;PPP1CC;STBD1;ZNF106;NUP50;SP110;PPP1R3D;PPP1CB;CLCN2;KNOP1;KIF13B;PIP5K1A;PIP5KL1;KIF18B;PPP1R3E
206	REAC:R-HSA-5357956	CD209;GAD1;GRB2;CYLD;REPS2;ERH;RNF31;SPG21;RBCK1;SHARPIN;GBP1;PRPS1;TCF12;GAD2;KHK;SYNGR3;DOCK3;GBP2;RPS4Y1;SPATA2;KRTAP7-1;GBP4;RPS4Y2
207	REAC:R-HSA-3000170	ITGA6;ITGA3;SDC1;COL17A1;ITGB4;CD22;CD19;CD9;CD46;MCAM;SDC3;SLC44A1;IFITM1;CR2;ITGA2;FCER2;ANPEP;RFTN1;GML
210	REAC:R-HSA-6809371	SPINK6;KLK14;KLK5
211	REAC:R-HSA-6804757	MAPK6;MLXIPL;RICTOR;CDC37;FKBP5;MAPKAP1;MLST8;BECN1;SGK1;NOLC1;PREX1;PTGES3;LLGL2;MTOR;RAB39B;SULT4A1;LPIN3;MTMR3;MLXIP;SULT1A1;SRXN1
212	REAC:R-HSA-383280	NCOA3;NR1H3;NCOA1;RXRG;RARA;RARB;NCOR2;RXRA;BMAL1;MXD1;VDR;HNF4A;PER1;NR1D1;THRA;THRB;NR1H4;SKA3;RBPMS;RARG;CRY2;SS18L1;SKA1;CHD9;NR2F6;NR1D2;NR2F2;NR2E3;NR4A2;CRY1;NPAS2;PER3;NR2F1;NR1I2;SKA2;CSNK1E;None
213	REAC:R-HSA-75064	MAPKAPK5;JUN;CC2D1A;CITED1;NQO2;ADAR;IRAK3;SRRT;NFAT5;BATF;PPIA;SNAPC5;SRSF11;BATF3;MAZ;ADARB1;STK40;PHOX2A;NACA
214	REAC:R-HSA-448424	ITGA7;IL17A;IL2;ACVR2B;IL17RB;IL17F;IL17RC;ACVR1B;ECEL1;TMEM39A;C1orf43;IL17RA
218	REAC:R-HSA-936837	STAT3;ATP4A;ATP2B1;ESYT1;ESYT2;BTN2A1;TMEM214;NPTN;EMC4;ST7;ATP2B3;P2RY6;C3AR1;LGR4;GPR21
220	REAC:R-HSA-112308	PPM1B;EPHA8;EPHA2;EPHA3;PPM1A;CACNB1;CACNA1A;CALM3;PDE1A;CACNB3;CACNA1B;PTPRO;TMEM174;EFNA3;EFNA1;GSPT2;TMEM216;PDE1B;CACNB2;GJB7;PDE1C;OPCML;KLHL1;CACNB4;EFNA4
221	REAC:R-HSA-5673001	CSF2;FLT3LG;IL1RAP;KITLG;CSF2RB;IL1A;SPRED1;MATK;KIT;FLT3;None;DTX2;CSF2RA;OTX1;FHL5;ZNF24;EPOR;CSF3R;NDFIP2;EIF6;SPHK1;LYN
222	REAC:R-HSA-71336	TEC;BLMH;TRIO;TKT;ACLY;SHTN1;ALDOB;TALDO1;CRMP1;RPIA;SPDL1;ANXA7;PSAT1;G6PD;C11orf54;ALG2;LANCL1;PTMS;MTAP;PDCD6;THOP1;RPE;TKTL2;PGLS;UPP1;SULT1C2
223	REAC:R-HSA-8939243	SMARCA4;RORA;TOP2B;SMARCA2;SMARCE1;DPF2;SMARCD3;BRD7;TOP2A;SMARCD2;NR0B1;SMARCC1;SMARCC2;SMUG1;ARID1A;ARID1B;SMARCD1;DPF1;PBRM1;SELENBP1;XPO7;PHF10;ACTL6B;NR5A2;CDX2;NR1I3;DPF3
224	REAC:R-HSA-202403	CD86;CD3G;BCL10;CD8A;CD3D;ILK;PARVG;ZAP70;PTPN3;TRAT1;PDLIM5;CD247;GPRC5D;PTPRN;TMEM19;SH2B3;LIMS1;CTLA4;PTPRN2;CARD11;CD3E;PARVB;PARVA;CD8B
