module	term_id_REAC	genes_hugo
545	REAC:R-HSA-975957	UPF1;SMG6;ADAR;UPF3A;SMG1;SMG7;PYM1;UPF2
547	REAC:R-HSA-380108	CXCL8;CXCR2;ACKR1;CXCL6;CXCL1;MTG1;PPBP;CXCR1
548	REAC:R-HSA-380108	CXCR3;CXCL9;PF4;CXCL10;CXCL13;CXCL11;ACKR3;DPP4
551	REAC:R-HSA-75205	PLAT;PLAU;SERPINB2;PLAUR;PLG;SERPINE1;SERPINE2;VTN
560	REAC:R-HSA-901032	UGGT2;UGGT1;SELENOF;METTL23;TAPBPL;BRINP3;BRINP2
564	REAC:R-HSA-2151201	SSBP1;C1QBP;GRSF1;POLRMT;TFAM;TFB1M;RECQL4
568	REAC:R-HSA-199920	RPS6KA1;RPS6KA2;RPS6KA4;RPS6KA6;RPS6KA3;RPS6KA5;L1CAM
571	REAC:R-HSA-6811440	PLIN3;RHOBTB3;RABEPK;GGA2;GGA3;M6PR;GGA1
577	REAC:R-HSA-8876198	DENND2B;DENND5A;DENND1C;DENND2A;DENND3;DENND5B
582	REAC:R-HSA-375276	B3GALNT1;NMU;NMUR2;NMUR1;NMS;MGAT4C
590	REAC:R-HSA-187706	RIT2;ITM2C;RGL3;RLF;RIT1;FAM200A
599	REAC:R-HSA-212165	GFI1;DNMT3L;DNMT3A;UHRF1;TDG;DNMT3B
600	REAC:R-HSA-5684264	FLI1;CDC34;BTRC;NFKB1;SKP1;FBXW7
605	REAC:R-HSA-210993	GRB14;ANGPT1;FGF21;TIE1;TEK;FGF14
610	REAC:R-HSA-388479	AVP;AVPR1A;GRK5;None;OXT;OXTR
620	REAC:R-HSA-6782861	TYW1;TYW1B;LCMT2;TYW3;TAS2R19
629	REAC:R-HSA-420499	TAS1R3;BGLAP;GPRC6A;TAS1R1;TAS1R2
630	REAC:R-HSA-375276	PNOC;OPRL1;OPRD1;GPRASP1;PENK
631	REAC:R-HSA-6809371	KRT27;KRT82;None;KRT85;HAPLN2
635	REAC:R-HSA-2892245	CHD7;POU5F1;NANOG;SOX2;KLF4
636	REAC:R-HSA-110362	LIG1;APEX1;MCPH1;POLB;SET
637	REAC:R-HSA-4615885	TOP2A;TOP1;TOP2B;ERCC6;VIRMA
638	REAC:R-HSA-212300	PHF1;PHF19;EPOP;JARID2;MTF2
639	REAC:R-HSA-429958	SKIC2;EIF5A2;EIF5AL1;SKIC3;SKIC8
642	REAC:R-HSA-6814122	RGS7BP;RGS9;RGS9BP;RGS11;RGS7
645	REAC:R-HSA-2564830	None;MMS19;DDX11;GTF2H2C;RTEL1
646	REAC:R-HSA-8956321	DGUOK;DCK;NMRAL1;TK2;HTATIP2
649	REAC:R-HSA-9673221	GP5;GP1BB;F11;GP1BA;GP9
663	REAC:R-HSA-373080	PHLDB3;CRHBP;UCN2;UCN3
668	REAC:R-HSA-442380	SLC39A7;SLC39A5;SLC39A10;SLC39A6
680	REAC:R-HSA-2559584	HIRA;HMGA2;HMGA1;PRMT6
681	REAC:R-HSA-140342	H1-5;H1-2;H1-1;NSD1
694	REAC:R-HSA-5694530	MIA3;MIA2;PREB;ANKRD40
697	REAC:R-HSA-373080	CRHR2;CRHR1;CRH;UCN
700	REAC:R-HSA-3000170	CCN1;SDC4;THY1;TNC
702	REAC:R-HSA-2672351	UNC80;RIMBP2;NALCN;UNC79
712	REAC:R-HSA-9758890	TCN2;CD320;TCN1
714	REAC:R-HSA-419408	RAB23;PLPPR1;PLPPR3
728	REAC:R-HSA-2142700	ALOX5AP;FFAR3;LTC4S
730	REAC:R-HSA-391906	CYSLTR2;CYSLTR1;GPR17
732	REAC:R-HSA-5621480	CLEC4D;CLEC4E;CLEC6A
738	REAC:R-HSA-3214842	KDM5A;KDM5C;KDM5B
741	REAC:R-HSA-381183	NFYA;NFYC;NFYB
742	REAC:R-HSA-2173795	SKIL;RNF111;SKI
745	REAC:R-HSA-379716	EPRS1;QARS1;ITFG1
748	REAC:R-HSA-9703465	ZMYM2;ETV6;None
749	REAC:R-HSA-373753	NPHS1;NPHS2;KIRREL1
759	REAC:R-HSA-77588	None;LSM11;SLBP
767	REAC:R-HSA-6781823	ZNF830;HMGN1;UVSSA
769	REAC:R-HSA-201556	PTN;MDK;PTPRZ1
771	REAC:R-HSA-2243919	POSTN;PCOLCE;BMP1
795	REAC:R-HSA-417957	P2RY14;P2RY11
813	REAC:R-HSA-400511	FFAR1;GPR119
822	REAC:R-HSA-9730628	CALHM1;CALHM3
831	REAC:R-HSA-8963889	ANGPTL8;ANGPTL3
1	REAC:R-HSA-1663150	SUMF2;C1GALT1;PDIA2;FKBP7;UBIAD1;CERCAM;FDFT1;MRM3;TXNDC12;NTHL1;P4HA3;ERP44;CKMT2;AK4;CYP51A1;ARSG;SUMF1
2	REAC:R-HSA-2206281	TRPC1;CTSK;BMPR1A;CTSL;ARSA;CD83;IDS;CTSH;TRPC3;CD207;CST1;ORAI3;SIAE;RAB28;CTSV;SMURF1;TRPC4;CST4;CTSC;TRPC5;GUSB;UBA52;BMPR2;GALNS;NAGLU;NAAA;SGSH;DNASE2B;MANBA;ORAI1;SFTPB;RGMB
3	REAC:R-HSA-391908	ATP2B4;LRRC8A;PTGDS;SOX9;ACVR2A;FLT4;AGTR1;AXL;TYRO3;VAPA;PTGER3;PTGFR;ALG3;SLC39A4;ATP12A;MGAT5B;PTGER2;RETSAT;PTGER1;SLC46A1;PLCB1;VEGFC
4	REAC:R-HSA-1296065	ABCC9;ATM;TFAP2B;TFAP2C;KCNJ16;FHL2;TFAP2A;MYL5;CSRP1;MYH10;MYL2;KCNJ8;KCNJ2;KIF2A;ROCK2;SSH1;TRIP4;MYH7;MYL3;TOX3;KCNJ10;ABCC8;MTRR;KCNJ11;KCNJ15
5	REAC:R-HSA-163210	HADHA;CAV2;ATP5PB;CCDC136;ATP5F1D;ATP5MG;TACR1;ATP5PD;ATP5F1C;MIEF1;ATP5F1E;DELE1;ATP5F1B;ATP5ME;PTPMT1;ATP5PO;ATP5PF;ATP5MF;SLC25A20;ACOT9;CPT2;AASS;APOOL;NDUFAF5;SCCPDH;GFPT2;P2RY12;NDUFAF8
6	REAC:R-HSA-73779	GTF2E1;GTF2F1;RAD52;CDK7;BRINP1;GTF2H1;CCNH;ERCC2;GTF2B;ERCC5;ERCC8;ERCC3;GLRX3;GTF2F2;MMS19;MNAT1;CIAO1;FILIP1L;XPC;GOLGA3;ATF7IP;KIF4A;GTF2H3;GTF2H5;ERCC6;GTF2E2;CTU2
7	REAC:R-HSA-167162	GTF2A2;TCF7L1;TBP;TBPL1;EDF1;USP22;TAF12;GTF2A1;TRIM22;TAF6L;SUPT20H;TAF1;TAF4;SUB1;TAF8;CSTPP1;ATXN7L3;TAF2;TAF3;TADA2B;TAF6;TAF11;ENY2;TAF5;TAF7L;MSX1;ZC3H7A;TAF5L;TAF7;TAF10;SUPT7L;TADA1;TAF13;TAF4B;SUPT3H;TAF9B;CITED2;GTF2A1L;TBPL2
8	REAC:R-HSA-9012999	VANGL2;CDH1;CD99;ARHGAP21;RET;SSX2IP;PKP4;MPP7;PTPRJ;MAGI3;ZNF185;EPCAM;TWF1;FERMT1;PEAK1;MPZL1;CCDC85C;ELMOD3
10	REAC:R-HSA-3238698	WNT5A;LDLR;LRP6;WNT3A;WNT1;WNT2;SFRP1;WNT7A;FZD1;FZD4;PITPNB;WNT11;PCSK9;ESD;WIF1;CELA1;SFRP2;WNT4;LPA;WNT16;WNT5B;SFRP5;WNT7B;NOTUM
12	REAC:R-HSA-176407	BACH1;FBXO5;CDC20;RNF40;CDC16;CDC27;FZR1;UBE2S;CDC23;FBXO31;ANAPC11;ANAPC4;FBXO2;ANAPC5;UBE2C;ANAPC2;UBE4B;OSBPL5;KRT33A;ANAPC1;CDC26;HOXD13;ANAPC10;ANAPC7;ANAPC13;ANAPC16
13	REAC:R-HSA-9027276	GAB1;PIK3CA;PIK3CB;PIK3CG;PIK3R2;PIK3R1;PIK3R3;GAB2;RAF1;SDC2;PDE3B;VAV2;PIK3CD;VAV3;CCR2;CASP1;MAPK8IP2;DMPK;NUMBL;BCR;PTTG1;PIK3R5;RHOG;PDE3A;TNFRSF13B;ERAS
14	REAC:R-HSA-9013423	PXN;ARHGEF7;PAK1;FERMT2;GIT1;NEK3;TRIP6;NOX1;ARHGEF2;NOXA1;CACYBP;SCRIB;WTIP;NRBP1;FBLIM1;DNAH3;RAC3;MAP1S;KRTAP13-1;CSNK1A1L;NOXO1
15	REAC:R-HSA-3000157	CLPS;TNC;HPX;PCSK5;PILRA;LAMC1;SMOC1;LAMA5;NID2;ADAMTS1;TMEM25;PRG2;VWDE;PNLIP;DKK3;RBP3;HTRA3;PNLIPRP2;SMOC2
16	REAC:R-HSA-392170	GNB1;GNB5;GNAI2;GNAI1;GNAI3;GNGT1;MTNR1A;GNG13;MTNR1B;GNG5;GNG10;RGS6;CCR1;GPR50;SLC6A8;RGS11;GNGT2;MAS1;GNG8;GNG11;GNG7;GNG12;GRPR;CDH4;GNAT3
17	REAC:R-HSA-2485179	CNGB1;SLC24A1;CNGA1
19	REAC:R-HSA-72172	MRE11;HNRNPC;SNRPD2;HNRNPK;PLRG1;SNRPD3;RBMX;CDC40;SART1;PARP1;SF3B2;U2AF2;RBM5;HNRNPM;SNRNP200;HNRNPU;SNU13;SNRPA;ILF2;DHX9;CUL7;SNRNP70;PRPF19;DHX8;DDX3X;PHF5A;RBM39;AQR;MAFB;DDX23;TFIP11;SNRNP40;SNRPA1;SF3B4;CRNKL1;BCAS2;XAB2;SNRPD1;SF3A2;SNRPB;SUGP1;RBM22;ZMAT5;WDR83;HNRNPR;SNRPB2;SNRPC;RBM17;CACTIN;ESS2;DHX15;CWC15;ERI1;SNRPF;HNRNPD;SNRPG;IVNS1ABP;CD2BP2;SNRPE;SMNDC1;RPL7L1;ILF3;SF3B3;PRPF4;LIN28A;SF3A3;PCBP1;SRRM2;SYF2;GPATCH1;PTBP2;SF3B6;TXNL4A;UTP20;SNRNP35;PDCD7;PPIE;PPP1R26;PSMG2;NR2C2;DIMT1;PRPF40B;ZRSR2;SMARCAD1;KIF14;ISY1;SF3B5;SLBP;ZCRB1;DHX35;SNRNP48;NOCT;RBMXL1;None;RNPC3
20	REAC:R-HSA-6783310	NBN;FAAP24;CENPX;FANCI;TOP3A;TELO2;FANCA;FANCL;RAD51D;RAD1;OAZ3;FANCD2;CENPS;HUS1;FANCF;TOPBP1;FANCC;UBE2T;AZIN1;RBM25;FANCB;GINS2;REV1;FANCG;FANCE;FANCM;ATR;CDKN2AIP;RMI1;BLM;RAD9A;FAAP100;POLQ;XRCC2;RAD9B;USP1;FAN1;SRA1;EME2;SNURF;OAZ2
22	REAC:R-HSA-3065678	UBE2I;UBA2;SOX4;FAF1;AMIGO2;CUL5;KCNJ5;KCNJ3;DNAJA1;UBE3A;RAD23B;VENTX;UBQLN2;TMED8;UBXN1;FZD10;SAE1;GNB4
23	REAC:R-HSA-168927	UBE2V2;TAX1BP1;RCHY1;UBE2N;NEDD4L;STUB1;UBE2D1;HUWE1;BIRC3;BTRC;PLK1;UBE2D3;SP1;SKP2;MALT1;UBB;UBC;SIAH1;GORAB;CDC34;TRIM37;HERC3;VHL;CRYAB;UBE2V1;HERC1;UBE2K;HERC2;SRGAP2;USP33;RNF168;SRGAP3;UCHL3;CDO1;DTYMK;DACT2
24	REAC:R-HSA-5423599	BRCA1;MUS81;EME1;ERCC1;PMS2;MLH1;MSH4;PIAS3;AR;NCOA2;DDC;MSH2;DMC1;MUTYH;MLH3;BRIP1;RAD54L;XPA;MSH3;KIF18A;MSH6;ERCC4;RAD51B;RNF6;PMS1;SYCP3;BCORL1;EXO1;HELQ;SLX4;ZNF318;POLN;USP26;RPA4
25	REAC:R-HSA-5696394	BARD1;AAMP;NEDD8;COPS5;COPS3;TRAF7;RNF20;RBBP8;SAMHD1;BABAM2;NOD2;BABAM1;DCAF11;GPS1;COPS7A;UIMC1;FOXI1;COPS6;PALB2;COPS2;COPS7B;COPS4;ABRAXAS1;THAP11;DCAF1;COPS8;ABRAXAS2;BRCC3;ZNF350
27	REAC:R-HSA-198693	SUMO1;MSX2;FOXO1;PIAS4;PIAS1;PIAS2;TLE5;SKIL;FOXO3;NLK;RNF4;PATZ1;IRF2BP1;EWSR1;IKZF3;ZFHX3;TDP2;RHOXF2;KDM5B;SATB1;PROP1;TATDN1;NR4A3;FOXG1;FOXO4;SIX6;TOPORS;CSRP2;FOXO6;DCLRE1A
28	REAC:R-HSA-69183	DNA2;WDR48;POLB;PRIM2;PCNA;POLA2;POLL;UNG;POLD3;XRCC1;RPA3;POLK;WRN;WDR4;POLI;FEN1;HLTF;PRIM1;POLD1;POLD2;LIG1;OGG1;MSTO1;FOXD3;POLA1;HELB;SPRTN;POLH;MGMT;POLD4;RNASEH2A;RNASEH2B;SYNPO2;RNASEH2C
29	REAC:R-HSA-174417	ATRIP;LIG3;RPA2;ZFR;PURB;CHTF8;RFC1;RFC5;RFC2;RPAP1;RPA1;RFC3;RPAIN;CHTF18;RFC4;IPO9;PRKDC;RFWD3;THYN1;INTS1;PIDD1;None;PURA;DSCC1
30	REAC:R-HSA-68962	TIPIN;REV3L;GMNN;DBF4;ORC2;TIMELESS;MCM10;MCM7;SRP14;CSTB;MCM6;ORC6;SRP9;MCM4;MCM2;CDKN2A;SAMD11;MAD2L2;CDC6;CDC7;TRAPPC5;KMT5A;THAP6;CDC45;ORC1;SRP72;MCM3;TRAPPC1;TRAPPC9;ORC4;CHEK2;TRAPPC3;BEX1;SRP19;ORC5;TRAPPC8;L3MBTL1;SRP68;ORC3;SRP54;CDT1;MCMBP;TRAPPC3L
31	REAC:R-HSA-380287	PPP4C;S100A8;PPP6C;CDK5RAP2;ATG3;IGBP1;MZT2A;CCT4;CCT5;CCT3;S100A9;CCT2;CCT6A;NME7;TRIM55;TUBG1;TUBGCP4;ZNF263;GLIS2;TNNI2;TUBGCP2;KIF13A;PPP4R3A;NEDD1;ASPM;TUBG2;PPP4R2;MZT2B;TUBGCP3;CCT6B;CCDC6;TUBGCP6;MZT1;CDC42EP2;PPP4R3B;TUBGCP5;SPATC1
32	REAC:R-HSA-9659787	RAD51C;RAD51;CDKN1A;CCND1;CDKN1B;CCNA1;CCNA2;PGR;CDK2;CDK6;CCND3;CDKN2D;NR5A1;BRCA2;CDK14;UNC45A;BCCIP;CCNB3;ERAL1;CKS1B;RRM1;CDKN1C;CCNE2;XRCC3;SOX8;CCNY;RMDN1
33	REAC:R-HSA-174430	XRCC5;XRCC4;TP53BP1;TERF1;TERF2;TERF2IP;TNKS2;LGALS14;STN1;ANKLE2;TINF2;ACD;POT1;XRCC6;ATP23;MPHOSPH8;LIG4;TNKS;FTCD;NHEJ1;CTC1;LRWD1;NEXMIF;ACTR3C;TEN1
34	REAC:R-HSA-1433557	SOS1;MDM2;ESR1;TP73;SMAD4;FYN;VAV1;INSR;LCP2;SMAD3;JAK2;EGR1;CD48;PTEN;PTK2;CSK;ABL1;AKT1;CBLB;SOS2;DOK1;SH2B2;IQGAP1;SH2D2A;SRC;CCND2;IRS1;KHDRBS1;RAPGEF1;SKAP1;SKAP2;CASP3;TSC1;RACK1;CDK1;KHDRBS2;CD244;SH2D1A;TXK;CCT7;YES1;SHROOM2;SPHK2;ARHGEF11;ARHGAP35;AGAP1;CD2AP;P2RY2;HNRNPUL2
35	REAC:R-HSA-111453	CCNB1;BID;TP53AIP1;BAX;CCNG1;CDK5;CCNB2;BAK1;CAPN1;BCL2L11;MAPK10;MCL1;BCL2A1;BCL2;BMF;PKMYT1;BBC3;CDK5R1;CDCA8;SPAG4;BCL2L10;BOK;BCL2L1;ZNF219;EDNRA;KRT73;ODF1;SIVA1;PMAIP1;HRK;CHN1;MTHFR
36	REAC:R-HSA-77595	PCF11;SUPT5H;NELFCD;NONO;PAPOLA;YBX3;PSPC1;CPSF1;CPSF6;SFPQ;MKNK2;CPSF7;FIP1L1;SRSF6;CSTF2;SYMPK;LRIF1;TSEN54;NELFB;NUDT21;SSU72;CLP1;CSTF2T;CPSF2;CSTF3;CPSF3;TUT1;NELFA;PCBP2;CPSF4;SUPT4H1
37	REAC:R-HSA-8951671	YAP1;TEAD2;TEAD3;WWTR1;LDHB;HES1;PGM1;GAPDH;TPI1;ENO1;ALDOC;POU2F2;ENO3;GAPDHS;TEAD1;FAH;NKX2-5;TEAD4;TAFAZZIN;ENO2;VGLL4;TBX2;NOS2;PGAM1;TPPP;CHP1;ZFHX4;PGK2
38	REAC:R-HSA-5339700	CCNC;E2F8;CREBBP;EP300;LEF1;FOXH1;TCF7L2;TCF7;DTX1;SP3;FHL1;MAML2;GABPA;CTBP1;KLF4;DTNB;CRX;PAX8;FOXD2;TFAP4;CTBP2;NKX3-1;FOXP2;PA2G4;MAP9;E2F7;PHOX2B
39	REAC:R-HSA-72163	SNW1;PSEN1;SF3A1;SF3B1;SRSF5;DPEP1;CHERP;CDC5L;HYAL2;PRPF40A;U2SURP;DDX41;WBP4;DRG1;TCERG1;ZMAT3;HDAC11;CLSTN1;USP39;DDX46;DDX42;ENDOD1
40	REAC:R-HSA-2214320	SMAD7;SDC4;LAMA3;LY96;SFTPA1;LAMA1;TGFB1I1;TIAM1;SFTPD;NUDT16L1;ECM1;PECAM1;COL7A1;LAMC2;SAA1;LAMB3;PSG1;SFTPA2;MFAP4
41	REAC:R-HSA-3700989	TP53;RRM2B;GLS2;UFD1;STK4;HEY1;ZMIZ2;HNRNPA2B1;CEBPZ;XAF1;POU4F2;APTX;S100A16;WAC;TDG;HIPK1;SHISA5;HIPK3;ZNF398;WT1;ZBTB33;PPM1D;TUBA8;FOXP1;ING1;TP53RK;MDM4
42	REAC:R-HSA-5467340	TSC2;AXIN1;APC;FBXW11;DVL1;RAP1A;MAP3K4;STRAP;QKI;RASGRP3;AXIN2;CTAG2;CTNNBIP1;PPP2R5B;CGNL1;TSEN2;DGKI
43	REAC:R-HSA-1592389	IGFBP3;TIMP2;INHBA;IGF1;MMP2;TNFSF11;MMP14;MMP10;MMP3;MMP8;CCL2;TIMP1;MMP25;IGFALS;INHA;INHBB;IGFBP2;IGFBP7;TIMP4;MMP17;MMP16;EMILIN3;MMP1;INHBC;KISS1
48	REAC:R-HSA-75158	CASP10;FAS;TNFRSF10B;UBA7;MAP3K1;CASP8;UBE2L6;TAB1;GSK3B;RIPK1;CFLAR;BIRC2;FADD;LTBR;GCC1;SIAH2;HERC6;ASIC1;SCOC;NAMPT;TNFSF13;PARP3;ASIC2;ASIC3;FRAT1;RNF149
50	REAC:R-HSA-390522	BIRC5;ACTN2;TPM4;MYH1;FASN;TPM1;TPM3;MPRIP;MYOM2;MYH3;TNNI1;TNNC1;MYL7;AURKC;CBS;TSKS;TNNT1;TPM2;TNNI3;INCENP;MYH7B;TNNT2;CAP1;RASGRF2;TNNC2;TSSK2;NOSIP;MYH6;ANGPTL7;MYH4;LMOD2
53	REAC:R-HSA-9031628	ATF2;FOSB;TAB2;FOSL1;BST2;DNMT3L;EDARADD
54	REAC:R-HSA-166520	FOS;JUND;NGF;ATF3;ETS1;BDNF;NFATC1;NFE2L2;ATF7;CREB5;BACH2;DDIT3;NFE2L3;NQO1;MEF2A;MAPK7;HOXD12;MEF2D;ELK4;MAFF;MAFG;MAFK;NTF4;MAN1A2
57	REAC:R-HSA-75955	SUPT16H;TNPO1;CCNT1;CDK9;KMT2A;TCEA2;ZNF281;RTF1;CDC73;ELL;CTR9;PAF1;ELL2;LEO1;EAF1;MLLT1;ALKBH4;MLLT3;ELL3;SOX2;DOT1L;EAF2;SSRP1;NANOG;CCDC86;HEXIM1;CCNT2;BRDT;AFF1;TCEA1
58	REAC:R-HSA-4655427	CSNK2A2;BAP1;BMI1;RNF2;KDM2B;BCOR;ZNF638;CBX8;CBX4;PHC2;RYBP;PCGF1;SCML2;CBX7;ZNF346;PELP1;LAS1L;CBX6;PCGF5;IPO5;PHC1;PCGF3;PCGF6;CBX2;SENP3;NOL9;RSRC1;TEX10;ASXL1;ZNF687;PARP12;PHC3;DCAF13;PYHIN1
60	REAC:R-HSA-3214841	EHMT1;DNMT3A;DNMT3B;MAU2;TRIM28;CBX5;SETDB1;KMT5B;MBD1;CBX3;MACROH2A1;DNMT1;CBX1;PRPF4B;UHRF2;SUV39H2;SUV39H1;POGZ;BAHD1;LHX5;HELLS;NSD3;CDCA4;TRIM24;NFIL3;H2BC15;NIPBL;KMT5C;NCAPD3;UHRF1;ESCO2;HIC1;CHAMP1;H2AB1
61	REAC:R-HSA-3238698	VEGFA;VCL;WNT2B;SPP1;SORBS1;AFM;ACTN3;MYOC;COL6A2;DMD;PGM5;VEGFB;NRAP;OLFM3;WNT10B;AGRN;WNT10A;WNT9A
63	REAC:R-HSA-9616222	GATA1;JAK3;STAT4;PPARG;CEBPE;KLF5;SPI1;MYB;STAT6;CEBPB;HMGA1;TBX21;IRF4;GATA3;HNF1A;ETV1;UBTF;FLI1;FABP1;TAL1;ERG;GCM1;CEBPA
64	REAC:R-HSA-350054	PPARGC1A;CAMK4;HDAC4;GATA4;NCOR1;HDAC5;HDAC3;TBL1X;RUNX2;HEY2;HDAC7;MEF2C;NR0B2;HDAC9;TBL1XR1;MYEF2;CORO2A;THAP7;HDAC10;HR;PRKD2;LDB2;HNF4G;HAND2;TBL1Y
65	REAC:R-HSA-5696394	PPARGC1B;NR1H2;YY1;GATA6;RUVBL1;ACTL6A;INO80B;INO80C;MCRS1;ACTR5;ASF1B;INO80E;MAB21L2;INO80;RUVBL2;USP10;PPARA;FOXA2;NKX2-1;MMS22L;ACTR8;TONSL;NFRKB;KNTC1
66	REAC:R-HSA-8854691	TWIST1;FGFR1;DROSHA;IL10RA;HIF1A;CDKN2B;IL22RA1;IFNGR1;FGFR4;TRAF1;ARNT;CBLC;HIF1AN;PELO;TP53BP2;IFNLR1;RAET1E;IFNL1;IFNL2;IL20RB;IL10RB;FGF19
68	REAC:R-HSA-6804115	NFKB1;NFKB2;RELB;BCL3;NFKBIB;DNAJA3;KPNA1;G3BP1;LYL1;KPNA2;APOBEC1;C11orf1;CNOT6L;PANK2;CNOT2;CEP152;CNOT8;CNOT10;IPO8;VIRMA;AHSA1;SMYD1;CNOT6
70	REAC:R-HSA-1362300	TFDP2;FOXM1;TFDP1;MYC;RB1;E2F1;RBL1;RBL2;E2F5;N4BP1;MYBL2;LBX1;E2F3;E2F2;SBDS;LIN9;SARNP;SERPINB6;KMT2D;USP28;DEPDC1;CREG1;E2F4;LIN54;LIN52;BRF1;LIN37
72	REAC:R-HSA-1236978	ATXN3;PSMA3;PSMC2;PSMB5;PSMC1;PSMD1;PSMD6;PSMD3;PSMD7;PSMC3;PSMD4;PSMA7;PSMC5;UBQLN1;PSMA1;PSMD11;USP14;ADRM1;PSMC6;UCHL5;PSMA4;PSMA6;PSMC4;RAD23A;PSMB1;PSMD9;PSMD14;PSMD10;PSME1;PSMD2;PSMD5;BAG5;PSME3;PSMB4;PSMB2;POMP;PSMD13;PSMB7;PSMB6;PSMA5;TBC1D15;PSMA2;PSMF1;PSMD12;PSMD8;PSME4;PSMB10;PAAF1;DNAJB2;HSPA4L;PSMA8;UBE3C;CHML
73	REAC:R-HSA-9033241	None;GSTA1;TXN2;GSR;PRDX5;LAP3;HSD17B4;SYCE1;SMCP;DLD;IDH1;GRHPR;LONP2;H2AC21;CRAT;ACOX1;TYSND1;ECI1
74	REAC:R-HSA-381426	POMC;HGF;FGF2;AHSG;IL7;DCN;VTN;IGF2;IGFBP5;IGFBP4;IGFBP1;CCN4;THBS1;SRPX2;CLEC3B;DPT;THBS2
75	REAC:R-HSA-983170	SREBF1;SEC31A;VRK3;CBFA2T3;PDIA3;SNX17;SEC23A;SEC13;PDIA4;HM13;SREBF2;SEC23B;INSIG2;SEC24B;HMGCR;ERO1B;SEC24A;SEC24D;ERP27;SEC23IP;GMPR2;MOB2;SEC24C;PDILT;SCAP;INSIG1;RNF139;ERO1A;GMPR
76	REAC:R-HSA-9705462	ELOB;SRRM1;ITK;REL;TNIP1;CARD10;ELOC;RNF7;None;PCK1;KPNA4;IKBKG;RPL41;GADD45G;UBASH3A;CDKN2C;TLX3;CSE1L;ARIH2;GUCY1A1;DPPA4;USP18;GUCY1B1;HSPA1L;ARHGAP39;TTLL3
77	REAC:R-HSA-72702	NCBP2;EIF4E;EIF4A2;LAMTOR5;EIF3I;EIF3G;EIF3B;EIF1AX;EIF3E;IFIT1;EIF4A1;EIF4G1;EIF5;EIF4B;EIF3D;EIF3A;LMO4;TLK1;EIF3J;EIF3H;EIF3F;EIF4G2;EIF4H;CPNE3;ERCC6L;CHEK1;EIF3K;EIF4G3;EIF3M;EIF3C;TSEN15;EIF5B;QPRT;HELT;EIF1AY;EIF4EBP3
78	REAC:R-HSA-983170	None;CALR;B2M;HLA-B;ARFGEF2;ARFGEF1;VMA21;MXRA5;THBS3;SEC11A;NXPE1;HPD;UXS1
79	REAC:R-HSA-71403	MMUT;SUCLG1;ACO2;HIBADH;OAT;OXCT1;ALDH1B1;IDH3A;IDH3B;FH;GRPEL1;BCAT1;ECHS1;ALDH2;CS;FXN;IDH2;ALDH4A1;GCSH;SSBP1;TWNK;ACADM;FDX1;IDH3G;CPOX;SUCLG2;CYP11B2;CYP11B1;TST;ADH5;ALDH6A1;FDXR;AUH;HIBCH;GPX1;AADAT;MMAA;OGDHL;FDX2
80	REAC:R-HSA-629597	CHRNA4;CHRNA3;CHRNA2;KCNQ1;KCNH2;KCND3;KCND2;KCNIP2;GLRA1;KCNIP1;GLRB;CHRNB2;CHRNB3;CHRNB4;CHRNA5;KCNE1;ALG10B
81	REAC:R-HSA-6790901	DKC1;NOP58;JMJD6;RSL1D1;NHP2;RBM28;GNL3;PNO1;UTP14A;GAR1;WDR3;NAT10;TCOF1;SYN1;NUFIP1;IMP3;MPHOSPH10;NOL6;NOP56;NPM3;NPM2;ZNHIT6;RRP9;IMP4;SYN2;TBL3;NOP10;UTP11;SYN3
82	REAC:R-HSA-2559586	ATRX;NSD1;MCM5;HP1BP3;H1-5;H2BC5;H3-4;H1-0;H1-4;THAP12;H2BC18;H3C13;H1-1;TOP3B;H2BC9;SETMAR;CCNB1IP1;HMGN1;HMGN3;H2BC13;H3-5;H2BC21;H1-2;H2AZ1;H2BC12L;H2AZ2;H2AC12;H1-10;HMGN2;H1-6;H2BC11;H1-3;H2BC12;H2AC1;H2BC1;H2BC14;CCDC113;MBD5;H2AC7;H2BC3;H2BC17;H4C7
83	REAC:R-HSA-5669034	TNFRSF1A;HRG;TNFRSF1B;FCGR1A;TNFSF10;NDEL1;HCK;IRS4;BAG4;ODF2L;LIN7A;SNTB2;TNFRSF11B
84	REAC:R-HSA-5679096	TNFRSF10A;ABCG5;ANXA2;AQP1;LUC7L3;MUC1;MAL2;CCR10;NAA10;S100A4;AHNAK2;ESM1;GAST;SLC8A1;MAEA;STC2;CCR7;S100G;S100A6;TRPV5;S100A10;ANXA13;KCNK3;CP;PLA1A;ABCG8;PNLIPRP1
87	REAC:R-HSA-8866654	RAD18;KIF23;KDM4C;DAPK3;FMR1;NEK1;ADAM15;WDR62;TCEANC;TCP10L;H2AC20;UBE2B;HMG20A;AFF4;SMCHD1;UBE2A;RPGRIP1L;SHPRH;CEP170B;NPHP3;UBR2;KIF2C;ZBED1;NPHP1;ZWILCH;KIF2B;UNC119B;HSPA14
88	REAC:R-HSA-6809371	TRIM25;PTPRU;EPHA5;DSP;EPHA4;KEAP1;PRKD1;DSG2;PKP1;CDH5;PKP2;ZFYVE21;QRSL1;GATC;LRFN1;SARS1;EFNA2;JUP;DENND1A;EPHA7;DSG1;SESN1;GATB;DSC2;DSC1;DSC3;NIBAN2;GLDC;PKP3;POLG2
